  1.00000e-02	  7.67534e-05
  2.00000e-02	 -7.07411e-05
  3.00000e-02	  7.70447e-05
  4.00000e-02	 -7.18170e-05
  5.00000e-02	  8.06618e-05
  6.00000e-02	 -6.22081e-05
  7.00000e-02	  9.22514e-05
  8.00000e-02	 -5.80196e-05
  9.00000e-02	  9.77937e-05
  1.00000e-01	 -5.19994e-05
  1.10000e-01	  1.06566e-04
  1.20000e-01	 -4.59708e-05
  1.30000e-01	  1.15699e-04
  1.40000e-01	 -4.13788e-05
  1.50000e-01	  1.16474e-04
  1.60000e-01	 -1.19446e-04
  1.70000e-01	  9.01669e-05
  1.80000e-01	  2.53093e-05
  1.90000e-01	  2.26348e-04
  2.00000e-01	  8.37676e-05
  2.10000e-01	  2.42459e-04
  2.20000e-01	  2.16128e-05
  2.30000e-01	  1.34098e-04
  2.40000e-01	 -8.84805e-06
  2.50000e-01	  1.46480e-04
  2.60000e-01	 -1.15094e-05
  2.70000e-01	  1.95270e-05
  2.80000e-01	 -3.61852e-04
  2.90000e-01	 -2.62656e-04
  3.00000e-01	 -4.08000e-04
  3.10000e-01	 -1.62347e-04
  3.20000e-01	 -2.75147e-05
  3.30000e-01	  2.69509e-04
  3.40000e-01	  3.03694e-05
  3.50000e-01	 -1.59668e-04
  3.60000e-01	 -1.05791e-03
  3.70000e-01	 -1.37925e-03
  3.80000e-01	 -8.83265e-04
  3.90000e-01	  6.71108e-04
  4.00000e-01	  1.60154e-03
  4.10000e-01	  1.77058e-03
  4.20000e-01	  7.42434e-04
  4.30000e-01	  6.70997e-04
  4.40000e-01	  3.23076e-04
  4.50000e-01	  8.79437e-04
  4.60000e-01	  1.55396e-03
  4.70000e-01	  2.03237e-03
  4.80000e-01	  1.32700e-03
  4.90000e-01	  7.65544e-04
  5.00000e-01	 -3.66459e-04
  5.10000e-01	 -1.54354e-03
  5.20000e-01	 -1.95850e-03
  5.30000e-01	 -1.07257e-03
  5.40000e-01	 -2.00025e-04
  5.50000e-01	  7.52918e-04
  5.60000e-01	  1.16255e-04
  5.70000e-01	 -1.59995e-03
  5.80000e-01	 -3.01595e-03
  5.90000e-01	 -2.54004e-03
  6.00000e-01	 -1.36769e-03
  6.10000e-01	  2.02555e-03
  6.20000e-01	  5.13428e-03
  6.30000e-01	  6.93677e-03
  6.40000e-01	  7.06096e-03
  6.50000e-01	  5.63519e-03
  6.60000e-01	  1.73454e-03
  6.70000e-01	 -1.12076e-03
  6.80000e-01	 -8.69166e-03
  6.90000e-01	 -1.27155e-02
  7.00000e-01	 -9.57227e-03
  7.10000e-01	 -3.71324e-03
  7.20000e-01	 -1.31144e-03
  7.30000e-01	  2.01420e-04
  7.40000e-01	  2.30626e-03
  7.50000e-01	  2.81320e-03
  7.60000e-01	  6.41467e-04
  7.70000e-01	 -5.62103e-03
  7.80000e-01	 -9.35143e-03
  7.90000e-01	 -6.89644e-03
  8.00000e-01	 -2.42369e-04
  8.10000e-01	  4.73971e-03
  8.20000e-01	  5.54211e-03
